Transaction Hash,Blockno,UnixTimestamp,DateTime (UTC),From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $3626.46904337787/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,wallet_address,CurrentValue @ $3631.70656127043/Eth,CurrentValue @ $3640.14623314234/Eth,CurrentValue @ $3638.86253049241/Eth,CurrentValue @ $3639.33863529638/Eth,CurrentValue @ $3648.15085734092/Eth,CurrentValue @ $3648.31471576518/Eth,CurrentValue @ $3639.2869831846/Eth,CurrentValue @ $3646.30944530546/Eth,CurrentValue @ $3643.84904264693/Eth,CurrentValue @ $3647.44694925425/Eth,CurrentValue @ $3640.09627654025/Eth,CurrentValue @ $3631.34680961541/Eth,CurrentValue @ $3629.19815608075/Eth,CurrentValue @ $3635.16037844483/Eth,CurrentValue @ $3629.54069217671/Eth,CurrentValue @ $3634.16780967205/Eth,CurrentValue @ $3640.47271311172/Eth,CurrentValue @ $3638.05779266279/Eth,CurrentValue @ $3639.24045093826/Eth,CurrentValue @ $3638.62956792742/Eth,CurrentValue @ $3746.09997102696/Eth,CurrentValue @ $3635.20018251099/Eth,CurrentValue @ $3639.54263452401/Eth,CurrentValue @ $3745.09211789567/Eth,CurrentValue @ $3742.96416955624/Eth,CurrentValue @ $3742.53012178072/Eth,CurrentValue @ $3643.61357741561/Eth,CurrentValue @ $3637.09991625227/Eth,CurrentValue @ $3627.42673494204/Eth,CurrentValue @ $3631.87255929982/Eth,CurrentValue @ $3632.49789289495/Eth,CurrentValue @ $3627.16015095519/Eth,CurrentValue @ $3630.47021888651/Eth,CurrentValue @ $3630.32391549187/Eth,CurrentValue @ $3749.96071043173/Eth,CurrentValue @ $3751.45728493032/Eth,CurrentValue @ $3748.78428531881/Eth,CurrentValue @ $3748.8682459043/Eth,CurrentValue @ $3749.9715349438/Eth,CurrentValue @ $3745.22799926031/Eth,CurrentValue @ $3746.83838281682/Eth,CurrentValue @ $3744.72584003061/Eth,CurrentValue @ $3750.09109122137/Eth,CurrentValue @ $3749.56222637654/Eth,CurrentValue @ $3750.86475679145/Eth,CurrentValue @ $3749.42436659234/Eth,CurrentValue @ $3750.26960490452/Eth,CurrentValue @ $3750.76316101334/Eth,CurrentValue @ $3747.00468442548/Eth,CurrentValue @ $3751.28385216414/Eth,CurrentValue @ $3750.75355362309/Eth,CurrentValue @ $3749.33231764658/Eth,CurrentValue @ $3752.63832154079/Eth,CurrentValue @ $3747.74844581046/Eth,CurrentValue @ $3747.24692089936/Eth
0xb592ae5f89275245741c6c1e933ba5a81267ec7e5007029ce3f0c13fb69afc3f,8300878,1565145684,2019-08-07 02:41:24,0x19df3e87f73c4aaf4809295561465b993e102668,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,0.0,0.0,0.0,6.7278e-05,0.243981584300376,225.99,,,Transfer,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x3ebb0c7cc0b6e896580db830ccbd61b323ce6890e51e16ed5a0979102591b4ba,8300952,1565146550,2019-08-07 02:55:50,0x19df3e87f73c4aaf4809295561465b993e102668,0xe9159d0e222be3d090e5a9a4471f3f05298d7171,,0.0,0.004251742,15.4188107434295,6.3e-05,0.228467549732806,225.99,,,Transfer,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x24047186eabd959e2d391386df23397af0fbed75920d67fbf816d327be98865e,11057624,1602728207,2020-10-15 02:16:47,0x4802863991add4f6254cc343958b137b3465c3fe,0x19df3e87f73c4aaf4809295561465b993e102668,,0.0186,0.0,67.4523242068284,0.000924,3.35085739608115,377.82,,,Transfer,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xa3736a4e638b543199123d381ff577a5f2687c032a3cc0232956c791c07baa99,11057652,1602728574,2020-10-15 02:22:54,0x19df3e87f73c4aaf4809295561465b993e102668,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,0.0,0.0,0.0,0.002639983,9.57381662454384,377.82,,,Approve,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x8b25f39969785a8ccc313cfb7115feba3c8b08cf2fb5a505f3c2e8ab21c40e78,11057652,1602728574,2020-10-15 02:22:54,0x19df3e87f73c4aaf4809295561465b993e102668,0x39aa39c021dfbae8fac545936693ac917d5e7563,,0.0,0.0,0.0,0.010747552,38.9756646200939,377.82,,,Mint,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x3ef6981b29a0a711d09be44e79d8e692b40c1b17c71e45043bb22918d1d31590,19642379,1712959475,2024-04-12 22:04:35,0x19df3e87f73c4aaf4809295561465b993e102668,0xf091867ec603a6628ed83d274e835539d82e9cc8,,0.0,0.0,0.0,0.0008888259802581,3.22329990235601,3239.12,,,Approve,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x1388115f3dac5412203df125e3e0b5c5d3ef136835c6dc8fd84628d678afc487,20056370,1717961471,2024-06-09 19:31:11,0x19df3e87f73c4aaf4809295561465b993e102668,0xb89ee66c421af77e04bcaaca7cf7a7ff504a06d6,,0.0,0.0040491894064788,14.6842600333693,0.000267769133058,0.971056471806967,3706.0,,,Transfer,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x76d5ed439b90cd79747e6b3f94a154d8a590d0291074a5030ed7065182428dac,21161388,1731291323,2024-11-11 02:15:23,0x19df3e87f73c4aaf4809295561465b993e102668,0x3a23f943181408eac424116af7b7790c94cb97a5,,0.0,0.0656183356377867,237.962862868413,0.0012213657137272,4.42924495147508,3375.79,,,0x000001ad,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x3cc8febce817a978380912160cd6c896a4362c20e915f169490a26df1d92f51f,22578018,1748395967,2025-05-28 01:32:47,0x19df3e87f73c4aaf4809295561465b993e102668,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,,0.0,0.0,0.0,6.63168308294e-05,0.240495934057746,2682.1,,,Transfer,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x5b87f0d631b21b04cbb5d55a0e6cb1d9af9b8ea55f3fbab2e1c77accf9e45bec,22578051,1748396363,2025-05-28 01:39:23,0x19df3e87f73c4aaf4809295561465b993e102668,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,,0.0,0.0,0.0,4.02666380089e-05,0.146025716220251,2682.1,,,Transfer,0x19df3e87f73c4aaf4809295561465b993e102668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x15529cf97c9b42d807f3be50b7df465693fa895b2bf386f6bd50284bbe242f2c,11440759,1607811087,2020-12-12 22:11:27,0xa394cef4977f5b8c8c2e1bf65f15b1401eb19afe,0x1e43dacdcf863676a6bec8f7d6896d6252fac669,,0.016,0.0,,0.000714,2.59303848474709,568.26,,,Transfer,0x1e43dacdcf863676a6bec8f7d6896d6252fac669,58.1073049803269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x68623e77587f3c68cb2ab5fe6f0126afbf22c2ef027d35a80d2e9f80bdd54b1f,11440991,1607814403,2020-12-12 23:06:43,0x1e43dacdcf863676a6bec8f7d6896d6252fac669,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,0.0,0.0131310133,,0.0023244201,8.44161172831887,568.26,,,Mint,0x1e43dacdcf863676a6bec8f7d6896d6252fac669,47.6879871577393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x67037e9eb6cf300e9ba5d94ba61a281da53f956d1adbf72858ca264695553452,11456113,1608014933,2020-12-15 06:48:53,0x6cd11d1b2df48b40aefc239d309431177a6223d2,0x2844658bf341db96aa247259824f42025e3bcec2,,0.016,0.0,,0.001113,4.05148275748742,589.17,,,Transfer,0x2844658bf341db96aa247259824f42025e3bcec2,,58.2423397302774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xf4a2632a0756774726e78f8508c75515fe96548e83eeaac2b5d626cfefcb2cb3,11460499,1608073230,2020-12-15 23:00:30,0x2844658bf341db96aa247259824f42025e3bcec2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,0.0,0.0,,0.0024108524,8.77585528252217,589.17,,,Approve,0x2844658bf341db96aa247259824f42025e3bcec2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x7f72718cbd9c7ec66229d04dfe55ff02d93be623f2d1328d5ef06448c4b0e738,11460499,1608073230,2020-12-15 23:00:30,0x2844658bf341db96aa247259824f42025e3bcec2,0x39aa39c021dfbae8fac545936693ac917d5e7563,,0.0,0.0,,0.00844701,30.7483516328157,589.17,,,Mint,0x2844658bf341db96aa247259824f42025e3bcec2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x67bd52706f0695645f8ebfebc0f40dbdf75d260c13eec0262e5a123dc4814330,10270295,1592224023,2020-06-15 12:27:03,0xb6916fe0a346086077fb346bfec7f399313823b6,0x22d7510588d90ed5a87e0f838391aaafa707c34b,,0.0140999932,0.0,,0.000791962,2.88184084737383,230.98,,,Transfer,0x22d7510588d90ed5a87e0f838391aaafa707c34b,,,51.3079369356778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x3b5b5fced0a7f64d180af94ee9d175bed132c3916066feb0e652c9531fe34684,10635455,1597106212,2020-08-11 00:36:52,0xcfc9afad9114c8b253e356884a0654e1ac2e2a7a,0x22d7510588d90ed5a87e0f838391aaafa707c34b,,0.604768525,0.0,,0.002678695,9.74740286611737,378.94,,,Transfer,0x22d7510588d90ed5a87e0f838391aaafa707c34b,,,2200.66952524366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xc17304259eb0154885895fb87df3bb21f548ef0b0e2e8e049c652c975e864a9b,11205889,1604693910,2020-11-06 20:18:30,0x112ebe3e9133cf8d8ffb18469eca4e69f3d62544,0x27f72a000d8e9f324583f3a3491ea66998275b28,,0.0186,0.0,,0.000777,2.82776611962529,456.32,,,Transfer,0x27f72a000d8e9f324583f3a3491ea66998275b28,,,,67.6916986165127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x3a44324de57c459c6d9198897490a57486472c1aeb0c7d7def5cfc8154d91709,11205910,1604694213,2020-11-06 20:23:33,0x27f72a000d8e9f324583f3a3491ea66998275b28,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,0.0,0.0,,0.001245275,4.5319774190687,456.32,,,Approve,0x27f72a000d8e9f324583f3a3491ea66998275b28,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xa11b3441eaa85bfd8fbdd210d4b7c12892176030137219975fd7ff49022d492c,11205910,1604694213,2020-11-06 20:23:33,0x27f72a000d8e9f324583f3a3491ea66998275b28,0x39aa39c021dfbae8fac545936693ac917d5e7563,,0.0,0.0,,0.0043638,15.8813459367063,456.32,,,Mint,0x27f72a000d8e9f324583f3a3491ea66998275b28,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x402e2886fa482fc538c52cfc00bff5cc668eb584ed1548c6c3d098baf698d276,11258612,1605393516,2020-11-14 22:38:36,0x27f72a000d8e9f324583f3a3491ea66998275b28,0x8d8756aa6cd80435ec202500261babe0f2d15755,,0.0,0.012633925,,0.000357,1.29924389280081,461.03,,,Transfer,0x27f72a000d8e9f324583f3a3491ea66998275b28,,,,45.9791313679368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x279ef194820be347d5eb5e31e6b6d6972ca296f9be937b6db6a1de46d752d94d,12577624,1622938529,2021-06-06 00:15:29,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,,0.00114668,0.0,4.15839952266054,0.000378,1.37080529839684,2710.99,,,Transfer,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x093fc3de8f490d088d642642346cc18a2a2ff1b588c56b940d1589db2530e16d,12577628,1622938597,2021-06-06 00:16:37,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,0xc00e94cb662c3520282e6f5717214004a7f26888,,0.0,0.0,0.0,0.000564816,2.04828773920452,2710.99,,,Approve,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x8c8c76fdb0e2cd51531248e10bf31be5283c43963b74a5f14d32f3123445aeca,12717152,1624811428,2021-06-27 16:30:28,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,,0.00271952,0.0,9.86225509284698,0.000315,1.14233774866403,1983.33,,,Transfer,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x9d877037f025a90dd83c73e9258309806a70cef0564afcd9078065d8655c3632,12717266,1624812996,2021-06-27 16:56:36,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,,0.0,0.0,0.0,0.0012063414,4.37475974284512,1983.33,,,Mint,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x6f9e1b52499bc4902649b8826106a9f6e407f4b98d3ff740ea355f4da343e62c,10252303,1591984054,2020-06-12 17:47:34,0x5c72ef5361959b99e378d46f91c9f69377080777,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,0.22108408,0.0,,0.000693,2.52173173363124,237.54,,,Transfer,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,804.494574800386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xf06f04bcfaa221dcb6e9dd2a5decb25b984d8c1de5f9e3c0596aa9381b8bf15d,10252367,1591985091,2020-06-12 18:04:51,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,,0.0,0.002,,0.0015791688,5.74637817564266,237.54,,,Bid,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,7.27772506098482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xb8d14c98998a911eb3055775b12d39724c1fe392d0dd61669fc13186c8082684,10252367,1591985091,2020-06-12 18:04:51,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,,0.0,0.0019060471211912,,0.00064284,2.33920638910174,237.54,Error(0),Reverted,Bid,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,6.93584345065589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x6b7dca7267907c6c6bd230463fca6e0a004da650c5fdc0a8603b95694bd6c435,10252367,1591985091,2020-06-12 18:04:51,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,,0.0,0.002,,0.001437088,5.22936567622028,237.54,,,Bid,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,7.27772506098482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x981ff963c87c7e9b9e409f4f9bd1a6478fb12ea910b1fb05c6c7284db88a442e,10252367,1591985091,2020-06-12 18:04:51,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,,0.0,0.0019058841526394,,0.001648544,5.99882499146808,237.54,,,Bid,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,6.93525043049899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x23fd2def635f594730970facc9f885e45b05f71a618f135c9f859b58bcabeb4e,10252370,1591985139,2020-06-12 18:05:39,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,,0.0,0.0018881245278072,,0.0015197952,5.53032580730222,237.54,,,Bid,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,6.87062559714135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xcc615b8bbcac95d8a73397d4dd85f7fa88dc421e840423510177d8abe4bc8a4d,10252393,1591985411,2020-06-12 18:10:11,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0x06012c8cf97bead5deae237070f9587f8e7a266d,,0.0,0.0160816217651368,,0.003138792161517,11.4216331875475,237.54,,,Bid On Siring Auction,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,58.5188108707078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xa5a128e13964de7024370d8140ee48080f17d653ab5e0545763f84c36f925d68,10252617,1591988075,2020-06-12 18:54:35,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0x06012c8cf97bead5deae237070f9587f8e7a266d,,0.0,0.016,,0.0016853,6.13257502263886,237.54,,,Breed With Auto,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,58.2218004878786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x39a3985ba4d3dcfef2736e4d45377eaa24478598d067ceba1bf0aa2758af271a,10252658,1591988590,2020-06-12 19:03:10,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0x06012c8cf97bead5deae237070f9587f8e7a266d,,0.0,0.016,,0.0016853,6.13257502263886,237.54,,,Breed With Auto,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,58.2218004878786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x7c8f9a0e593995f432398e8d2503335c7f3b8b3a58ced838d317ffae6330fd3f,10252798,1591990664,2020-06-12 19:37:44,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0x06012c8cf97bead5deae237070f9587f8e7a266d,,0.0,0.016,,0.001938095,7.05246127603469,237.54,,,Breed With Auto,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,58.2218004878786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xdfb82358b034dd7c005a1d264a3765000c0cc53bf84a420ef8e9543a49d5c363,10252798,1591990664,2020-06-12 19:37:44,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0x06012c8cf97bead5deae237070f9587f8e7a266d,,0.0,0.0,,0.003058701,11.1301924608797,237.54,,,Create Siring Auction,0x24b3460622d835c56d9a4fe352966b9bdc6c20af,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
